Account,BUSD_0xe9e7cea3dedca5984780bafc599bd69add087d56,dWTI-BUSD_0x3ebd1b7a27dcc113639fce3a063d6083ef0ef56d,dXAU-BUSD_0x95ca57ff396864c25520bc97deaae978daaf73f3,dTMC-BUSD_0xf048897b35963aaed1a241512d26540c7ec42a60,dUSD-BUSD-to-BUSD,dUSD-BUSD-vault-to-BUSD,DUET-dUSD-to-DUET-CAKE_0xbdf0aa1d1985caa357a6ac6661d838da8691c569,DUET-dUSD-vault-to-DUET-CAKE
0x8f1421db7c4dfd995e3b2209b754a22d8cc5a35e,4.8905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x643777228acf1198d5e1a595dc12911955182376,4.756805800000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x67735e8032e1d191a5cfd55c0e117fd045a7508e,4.7086638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8f918a9e919cc28c12169a9f4a36ac2fbeb89c42,3.4491855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6a4376a31623db641aa21f1e5cd63da526657b89,3.187057495463650000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0818b8938fcd0a253ccdede9ec417277d3ca11e3,2.98105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x79db77b84a811ced34651dce941dfb707a8b9e8b,2.124319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5915ee060ec503cee03b4e81490cc424868d799f,2.100644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x29d60a12b00b1f7ebe1f67c82a832ec6d2727439,1.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb5a48798d829b3389df6bd39189ba46128967bf2,1.995987362831990000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xf19c6fe6eb173f2c1c19c47a4e87ba2bba570a08,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8ec1c09522758be634a6d9f0e3661c8b1f91a5e4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6728a80cf45eebe656fbd5b3d3820a9a05f78c98,1.561566019313000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe53f8cc868dc2e0fb1da5bd1b5e6404600a6de22,1.5498856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xe03311b4590f5516739bf4c5197bcdbbbfc9d7e0,1.511471,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa7eef766b1f3f3d31a0c7c6ebd0b3f31e9a87634,1.369911088296350000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x77c2da8140693996be6bc72776cb1f04a77a4e68,1.317385400123450000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x7977b909d55a53f9c73140f7f611eaf0638238ed,1.2975958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9ce6e6b60c894d1df9bc3d9d6cc969b79fb176b7,1.256263392677580000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x4dc810b632409bcbd2b7f8b5ace94279bc68cdd5,1.1885774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xbd938b6b6f83e5535c649e921bc9d6151e86c100,1.1763185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x872c9926d1ba0794a637c23ecb45bb590273d6d3,1.1431092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6d8b62e180c841e721a61f6003b148a76f246cec,1.1376202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xb6ebe9453a42315a54e3184cd59b70a4924c1064,1.0978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x9c299fa124bdfec5e5fdbb2cf480ac7d914691c6,1.0500678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x13b91b3ff58886ace7637e547c53bbc2936d803f,1.043991634203420000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
